consommation,previsionJ
67520,66700
66932,66000
66344,65300
65327,64350
64311,63400
64301,63750
64291,64100
64133,64000
63974,63900
63644,63100
63313,62300
62537,61500
61762,60700
61387,60400
61012,60100
60598,59550
60184,59000
60046,59050
59908,59100
59963,59350
60019,59600
60592,60100
61166,60600
61475,60850
61785,61100
62496,61800
63208,62500
63876,63300
64544,64100
65136,64550
65727,65000
66202,65550
66677,66100
67266,66750
67855,67400
68612,67950
69368,68500
69690,68800
70013,69100
69988,68800
69964,68500
69621,68150
69278,67800
68899,67350
68520,66900
68274,66550
68029,66200
67992,66450
67955,66700
67901,66250
67847,65800
67721,66450
67596,67100
66368,65250
65140,63400
64086,62550
63032,61700
62168,61300
61304,60900
60494,59750
59684,58600
59227,57950
58769,57300
58342,56750
57915,56200
57640,56150
57365,56100
57451,56400
57536,56700
58034,57200
58531,57700
59530,59150
60530,60600
62407,62500
64285,64400
65884,65850
67483,67300
67640,67100
67798,66900
67689,66650
67580,66400
67114,65950
66648,65500
66030,64850
65413,64200
64921,63625
64429,63050
63973,62590
63516,62130
63903,62800
64289,63470
65238,64505
66186,65540
65984,65660
65781,65780
65915,65155
66048,65200
65420,64350
64793,63500
63771,62650
62750,61800
62777,62000
62804,62200
62490,62100
62176,62000
61947,61250
61717,60500
60845,59700
59973,58900
59519,58500
59065,58100
58521,57700
57978,57300
57765,56900
57551,56500
57349,56250
57146,56000
57491,56450
57835,56900
57891,56900
57948,56900
58428,57400
58907,57900
59140,58150
59372,58400
59818,58800
60264,59200
60433,59450
60603,59700
60959,60100
61316,60500
61929,60900
62543,61300
62976,61650
63408,62000
63585,62100
63763,62200
63815,62050
63867,61900
63698,61800
63529,61700
63597,61550
63665,61400
63818,61950
63972,62500
64120,62100
64268,61700
64183,62400
64097,63100
62969,61100
61841,59100
60750,58050
59658,57000
58857,56950
58055,56900
57346,55600
56637,54300
56214,54100
55790,53900
55385,53550
54979,53200
54912,53000
54846,52800
54832,53100
54818,53400
55286,53750
55754,54100
56745,55550
57736,57000
59612,58750
61488,60500
62911,62050
64335,63600
64672,63550
65010,63500
64749,63050
64488,62600
63817,61900
63145,61200
62539,60750
61933,60300
61405,59650
60877,59000
60211,58350
59544,57700
59518,58155
59492,58610
60331,59505
61170,60400
60743,60280
60316,60160
60204,59610
60092,58200
59497,57550
58902,56900
57840,56000
56777,55100
56770,55400
56764,55700
56556,55700
56348,55700
56198,55150
56047,54600
55264,53800
54482,53000
54076,52700
53671,52400
53269,52100
52867,51800
52829,51800
52791,51800
53025,52250
53258,52700
54317,53650
55375,54600
56185,55600
56994,56600
58664,58000
60333,59400
61573,60950
62813,62500
64304,63750
65795,65000
66495,65550
67194,66100
67860,67050
68525,68000
69022,68300
69519,68600
69821,68950
70123,69300
70187,69150
70250,69000
70209,69000
70168,69000
70164,69000
70161,69000
70297,69350
70434,69700
70733,70150
71032,70600
71085,70400
71137,70200
71149,70750
71160,71300
70619,70350
70078,69400
69691,69000
69304,68600
68742,68300
68181,68000
67562,67000
66942,66000
66545,65700
66147,65400
65827,65150
65507,64900
65285,64400
65063,63900
64911,64000
64758,64100
64778,64200
64798,64300
65524,65150
66250,66000
67938,67500
69626,69000
71193,70850
72760,72700
72760,72400
72760,72100
71948,71150
71135,70200
69986,69050
68836,67900
67793,66950
66749,66000
65985,65100
65220,64200
64415,63500
63610,62800
63708,63050
63805,63300
64774,64300
65743,65300
65174,64750
64605,64200
64399,63650
64192,63300
63510,62500
62828,61700
61701,60750
60574,59800
60495,60000
60415,60200
60315,60250
60215,60300
60027,59800
59839,59300
59103,58550
58366,57800
57951,57350
57535,56900
57188,56450
56841,56000
56880,56050
56919,56100
57082,56550
57244,57000
58303,57850
59362,58700
60221,59700
61081,60700
62811,62450
64542,64200
65799,65550
67056,66900
68407,68000
69758,69100
70580,70000
71401,70900
71746,71050
72091,71200
72435,71450
72779,71700
72855,71900
72931,72100
72843,72050
72755,72000
72525,71700
72295,71400
72045,71050
71794,70700
71842,70650
71890,70600
72075,70950
72260,71300
72150,70600
72039,69900
72007,70650
71975,71400
71422,70250
70870,69100
70564,68700
70257,68300
69670,67700
69083,67100
68579,66600
68076,66100
67746,65850
67416,65600
67200,65300
66985,65000
66779,64750
66573,64500
66452,64350
66332,64200
66607,64500
66883,64800
67640,65850
68398,66900
69940,68250
71482,69600
72791,71500
74101,73400
74036,73000
73972,72600
73149,71700
72325,70800
71208,69650
70091,68500
69062,67450
68033,66400
67057,65550
66081,64700
65373,63950
64664,63200
64581,63700
64499,64200
65276,64750
66052,65300
65680,64900
65308,64500
65026,63750
64745,63400
63879,62250
63013,61100
61821,60150
60628,59200
60596,59150
60564,59100
60326,59150
60088,59200
59833,58450
59578,57700
58754,57000
57930,56300
57601,56000
57272,55700
56776,55100
56281,54500
56300,54600
56319,54700
56340,54950
56360,55200
57274,55900
58187,56600
58854,57500
59520,58400
61063,59750
62606,61100
63632,62400
64659,63700
65756,64450
66854,65200
67486,65850
68118,66500
68681,67200
69244,67900
69512,68150
69781,68400
70304,68950
70827,69500
70840,69400
70854,69300
70904,69250
70954,69200
70784,69150
70615,69100
70809,69300
71004,69500
71408,69850
71813,70200
71688,69800
71563,69400
71515,70000
71467,70600
70803,69350
70140,68100
69743,67600
69347,67100
68777,66850
68207,66600
67568,65550
66928,64500
66487,64150
66046,63800
65652,63200
65258,62600
65013,62150
64769,61700
64576,61550
64382,61400
64414,61450
64446,61500
65030,62150
65614,62800
66822,64000
68030,65200
69424,67000
70817,68800
70606,68450
70395,68100
69544,67200
68694,66300
67539,65150
66384,64000
65350,62950
64315,61900
63426,61050
62537,60200
61712,59400
60887,58600
60865,58700
60844,58800
61631,60000
62417,61200
62009,60750
61600,60300
61282,59650
60963,59200
60216,58350
59468,57500
58293,56500
57118,55500
56947,55600
56777,55700
56542,55700
56307,55700
56048,55050
55789,54400
55028,53750
54266,53100
53718,52450
53171,51800
52771,51350
52372,50900
52311,50850
52249,50800
52330,51050
52411,51300
53208,52050
54005,52800
54886,53750
55768,54700
57246,56050
58724,57400
59855,58600
60987,59800
62317,61050
63648,62300
64202,62800
64756,63300
65152,63800
65548,64300
65836,64500
66123,64700
66252,64850
66381,65000
66323,64600
66265,64200
66100,64050
65935,63900
65738,63650
65542,63400
65601,63300
65661,63200
65871,63500
66082,63800
66003,63300
65925,62800
65817,63300
65710,63800
65064,62700
64418,61600
63834,61100
63250,60600
62719,60400
62189,60200
61477,59500
60765,58800
60347,58500
59929,58200
59531,57950
59133,57700
58850,57500
58568,57300
58459,57350
58350,57400
58586,57700
58821,58000
59557,58800
60292,59600
61729,61200
63166,62800
64869,64650
66572,66500
66539,66200
66506,65900
65828,65100
65150,64300
64206,63150
63262,62000
62288,61050
61314,60100
60593,59350
59872,58600
59075,57900
58278,57200
58316,57700
58353,58200
59101,59200
59849,60200
59524,59950
59199,59700
59010,59050
58821,58100
58006,57100
57190,56100
56065,55200
54940,54300
54950,54300
54959,54300
54612,54100
54264,53900
54080,53150
53897,52400
53138,51850
52379,51300
51898,50850
51418,50400
51069,49750
50720,49100
50691,49150
50663,49200
50825,49650
50988,50100
51861,50750
52733,51400
53482,52150
54230,52900
55641,54250
57051,55600
58209,57050
59368,58500
60652,59500
61936,60500
62414,61150
62892,61800
63450,62250
64008,62700
64389,62850
64769,63000
65013,63350
65257,63700
65184,63400
65112,63100
65042,63000
64972,62900
64807,62650
64642,62400
64703,62350
64763,62300
64980,62700
65197,63100
65401,62700
65604,62300
65527,63150
65451,64000
64797,62600
64144,61200
63569,60700
62994,60200
62197,60050
61400,59900
60701,58950
60002,58000
59604,57650
59205,57300
58879,57000
58553,56700
58199,56400
57845,56100
57865,56150
57886,56200
58085,56550
58284,56900
59058,57750
59832,58600
61190,60050
62547,61500
64263,63300
65979,65100
66033,64900
66088,64700
65662,64000
65237,63300
64326,62300
63415,61300
62612,60600
61808,59900
61165,59300
60521,58700
59970,58150
59419,57600
59443,58100
59467,58600
60476,59650
61485,60700
61101,60550
60717,60400
60625,59650
60534,59200
59962,58450
59390,57700
58148,56650
56907,55600
56928,55950
56948,56300
56735,56100
56521,55900
56347,55250
56172,54600
55284,53800
54396,53000
53985,52650
53574,52300
53094,51850
52614,51400
52432,51200
52250,51000
52223,51300
52196,51600
52576,51900
52956,52200
53324,52600
53691,53000
54445,53800
55198,54600
55723,55100
56248,55600
56821,56100
57394,56600
57650,57000
57907,57400
58597,58200
59286,59000
60033,59550
60781,60100
61210,60450
61639,60800
61702,60700
61764,60600
61563,60150
61361,59700
61203,59500
61045,59300
61003,59100
60961,58900
61174,59450
61387,60000
61689,59700
61992,59400
62101,60200
62210,61000
61252,59100
60293,57200
59516,56650
58739,56100
58194,56150
57648,56200
57146,54900
56645,53600
56258,53450
55871,53300
55550,52800
55228,52300
55050,52500
54872,52700
54896,52800
54920,52900
55330,53400
55740,53900
56687,55000
57634,56100
59167,57700
60700,59300
62296,61200
63892,63100
64278,63150
64665,63200
64305,62550
63946,61900
63137,61100
62327,60300
61690,59600
61053,58900
60486,58100
59919,57300
59376,56900
58834,56500
59083,57150
59331,57800
60402,59150
61472,60500
61157,60500
60842,60500
60754,59900
60666,59200
59897,58350
59129,57500
58087,56600
57045,55700
56961,56100
56877,56500
56548,56250
56218,56000
55799,55000
55379,54000
54505,53200
53631,52400
53126,51800
52621,51200
52038,50750
51454,50300
51196,49950
50937,49600
50735,49350
50533,49100
50788,49450
51043,49800
51110,49850
51176,49900
51692,50400
52208,50900
52408,51100
52608,51300
52976,51600
53343,51900
53341,51950
53339,52000
53849,52500
54358,53000
54938,53600
55517,54200
56168,54700
56819,55200
57283,55600
57747,56000
57904,56000
58061,56000
58187,56050
58312,56100
58621,56300
58929,56500
59311,57200
59693,57900
60104,57550
60515,57200
60543,57900
60570,58600
59461,56850
58353,55100
57513,54300
56674,53500
55895,53150
55116,52800
54563,51850
54010,50900
53642,50500
53274,50100
52987,49750
52701,49400
52479,49200
52258,49000
52325,49200
52393,49400
52735,49950
53077,50500
53930,51500
54783,52500
56318,54250
57853,56000
59607,58100
61361,60200
61861,60350
62361,60500
61992,59900
61623,59300
60938,58600
60253,57900
59682,57300
59112,56700
58531,56000
57951,55300
57350,54800
56749,54300
56912,54650
57075,55000
57952,56350
58830,57700
58480,57500
58130,57300
58086,56700
58042,56600
57435,55750
56829,54900
55769,53950
54709,53000
54823,53500
54938,54000
54831,54000
54725,54000
54541,53350
54357,52700
53654,52100
52952,51500
52611,51100
52269,50700
51920,50300
51571,49900
51703,50250
51836,50600
52115,51150
52394,51700
53535,52650
54676,53600
55591,54600
56505,55600
58261,57200
60018,58800
61477,60450
62937,62100
64256,63400
65576,64700
66100,65100
66625,65500
67296,66150
67967,66800
68293,67000
68619,67200
68765,67200
68912,67200
68889,67350
68866,67500
68675,66900
68485,66300
68366,66450
68246,66600
68491,66850
68735,67100
69122,67350
69509,67600
69530,67300
69550,67000
69651,67850
69751,68700
69245,67550
68739,66400
68338,65850
67938,65300
67345,64900
66753,64500
66300,63900
65848,63300
65474,63100
65099,62900
64785,62450
64471,62000
64185,61650
63900,61300
63843,61300
63785,61300
63919,61450
64053,61600
64638,62500
65224,63400
66521,65100
67818,66800
69753,68700
71688,70600
71770,70300
71851,70000
71090,69000
70328,68000
69159,66700
67989,65400
66874,64450
65758,63500
64922,62700
64086,61900
63276,61100
62467,60300
62351,60700
62236,61100
63116,62300
63997,63500
63531,63200
63066,62900
62795,62200
62524,61000
61855,60150
61186,59300
60011,58350
58836,57400
58793,57600
58750,57800
58581,57800
58413,57800
58249,57150
58086,56500
57244,55850
56402,55200
56085,54800
55768,54400
55327,53950
54885,53500
54877,53450
54869,53400
55054,54050
55238,54700
56215,55400
57191,56100
58011,57050
58830,58000
60508,59550
62186,61100
63517,62550
64848,64000
66202,65300
67557,66600
67977,67200
68397,67800
68967,68250
69538,68700
69709,68800
69880,68900
69905,68600
69930,68300
69734,67850
69538,67400
69203,67150
68867,66900
68852,67000
68837,67100
68827,67000
68818,66900
69150,67200
69482,67500
69311,67000
69141,66500
69063,67050
68986,67600
68238,66200
67490,64800
66858,64250
66225,63700
65737,63400
65249,63100
64616,62250
63983,61400
63535,61150
63087,60900
62663,60650
62238,60400
62021,60100
61803,59800
61794,59800
61784,59800
61908,60100
62031,60400
62617,61100
63203,61800
64512,63050
65821,64300
67621,66450
69420,68600
69657,68600
69893,68600
69137,67750
68380,66900
67253,65650
66125,64400
65097,63400
64068,62400
63266,61450
62464,60500
61665,59750
60866,59000
60845,59550
60824,60100
61593,61200
62363,62300
61880,62150
61398,62000
61188,61300
60978,60000
60245,59200
59512,58400
58291,57400
57069,56400
57106,56750
57143,57100
57008,57100
56874,57100
56669,56550
56464,56000
55758,55250
55052,54500
54677,54350
54301,54200
53989,53900
53678,53600
53701,53550
53724,53500
53864,53950
54005,54400
55070,55350
56136,56300
57042,57250
57947,58200
59657,59850
61366,61500
62645,63050
63924,64600
65258,65800
66593,67000
67053,67350
67514,67700
68239,68500
68964,69300
69149,69400
69334,69500
69293,69400
69252,69300
68977,68750
68701,68200
68370,67750
68038,67300
67674,66850
67309,66400
67205,66250
67101,66100
67124,66200
67146,66300
66888,65550
66631,64800
66461,65450
66291,66100
65589,64650
64888,63200
64317,62600
63746,62000
63204,62000
62662,62000
62061,61000
61459,60000
61037,59550
60614,59100
60204,58800
59793,58500
59550,58350
59307,58200
59144,58200
58980,58200
59115,58550
59250,58900
60062,59750
60874,60600
62228,62600
63583,64600
65750,66300
67917,68000
68096,68000
68276,68000
67654,67150
67032,66300
66035,65150
65038,64000
63979,62900
62919,61800
62196,61050
61473,60300
60797,59600
60121,58900
60216,59450
60311,60000
61154,61250
61998,62500
61569,62350
61140,62200
61000,61550
60860,59900
60143,59000
59425,58100
58355,57350
57285,56600
57231,56850
57177,57100
57006,56950
56835,56800
56604,56150
56372,55500
55683,54750
54994,54000
54576,53550
54157,53100
53730,52750
53303,52400
53268,52300
53234,52200
53381,52600
53528,53000
54501,53850
55474,54700
56362,55800
57249,56900
58871,58350
60493,59800
61934,62350
63375,64900
64564,65450
65753,66000
66250,66200
66748,66400
67132,66700
67515,67000
67814,67000
68113,67000
68093,66800
68074,66600
67939,66400
67804,66200
67548,65850
67291,65500
67226,65350
67161,65200
67270,65250
67379,65300
67524,65550
67669,65800
67637,65550
67605,65300
67680,65700
67755,66100
67212,65400
66669,64700
66164,64200
65658,63700
65370,63600
65081,63500
64606,62700
64131,61900
63840,61450
63550,61000
63124,60650
62698,60300
62349,60150
62001,60000
61906,60000
61812,60000
62009,60300
62207,60600
62844,61400
63481,62200
64702,63700
65923,65200
68046,67250
70168,69300
70367,69250
70566,69200
69896,68250
69226,67300
68132,66250
67037,65200
66282,64200
65527,63200
64838,62450
64150,61700
63480,60850
62810,60000
62779,60550
62749,61100
63541,62150
64333,63200
63920,62850
63507,62500
63406,62050
63304,62300
62625,61600
61946,60900
60879,59850
59811,58800
59929,59200
60046,59600
59902,59550
59757,59500
59504,58750
59250,58000
58599,57450
57948,56900
57656,56600
57364,56300
57138,56150
56913,56000
56824,55950
56735,55900
57052,56700
57369,57500
58467,58300
59564,59100
60440,60100
61316,61100
63038,62700
64760,64300
66236,66000
67711,67700
68960,68800
70208,69900
70836,70550
71465,71200
71895,71700
72324,72200
72539,72000
72754,71800
72507,71400
72259,71000
71834,70500
71409,70000
70910,69400
70410,68800
69971,68150
69532,67500
69307,67250
69083,67000
69069,67250
69055,67500
68861,67150
68667,66800
68623,67250
68579,67700
67751,66150
66922,64600
66258,64000
65593,63400
64837,63000
64080,62600
63421,61550
62762,60500
62172,60100
61582,59700
61179,59400
60777,59100
60376,59100
59976,59100
59778,59250
59580,59400
59844,60000
60108,60600
60856,61550
61603,62500
62982,64150
64361,65800
66377,67600
68392,69400
68917,69400
69442,69400
69080,68750
68718,68100
67882,67100
67045,66100
66352,65300
65659,64500
65094,63850
64529,63200
63999,62650
63469,62100
63683,62700
63898,63300
64827,64500
65755,65700
65444,65500
65132,65300
65039,64900
64945,64300
64407,63550
63869,62800
62702,62000
61535,61200
61571,61550
61607,61900
61347,61900
61087,61900
60976,61250
60865,60600
60042,59700
59220,58800
58862,58500
58504,58200
58100,57650
57696,57100
57624,56900
57552,56700
57566,57050
57581,57400
58094,57750
58608,58100
58918,58600
59228,59100
59937,59650
60646,60200
61183,60850
61720,61500
62177,61850
62634,62200
62972,62700
63310,63200
63993,63700
64676,64200
65040,64400
65404,64600
65569,64600
65734,64600
65526,64300
65318,64000
64854,63350
64390,62700
63889,62250
63388,61800
63096,61500
62805,61200
62883,61200
62961,61200
63037,60900
63113,60600
63036,61150
62959,61700
61855,59800
60751,57900
59790,57150
58829,56400
58026,55700
57224,55000
56555,54300
55886,53600
55370,53100
54855,52600
54299,52250
53744,51900
53532,51900
53320,51900
53191,52050
53061,52200
53326,52800
53592,53400
54412,54450
55233,55500
56669,57350
58106,59200
60191,61300
62277,63400
63217,64000
64157,64600
63931,64250
63705,63900
63277,63000
62849,62100
62443,61850
62036,61600
61503,61150
60970,60700
60606,60400
60242,60100
60703,60800
61164,61500
62249,62750
63333,64000
63229,64200
63125,64400
63252,63750
63379,61700
62861,61100
62343,60500
61341,59600
60338,58700
60482,59250
60625,59800
60464,59700
60302,59600
59994,58950
59687,58300
59021,57600
58355,56900
57935,56550
57514,56200
57080,55850
56645,55500
56516,55250
56387,55000
56267,55000
56147,55000
56549,55450
56952,55900
57167,56050
57381,56200
57898,56750
58414,57300
58766,57750
59118,58200
59268,58250
59418,58300
59585,58450
59752,58600
60360,59250
60969,59900
61342,60100
61715,60300
62037,60500
62359,60700
62402,60700
62445,60700
62377,60450
62308,60200
62123,60150
61938,60100
61898,60000
61858,59900
61995,60300
62133,60700
62400,60450
62668,60200
62339,60800
62009,61400
60635,59150
59261,56900
58240,55850
57219,54800
56278,53950
55337,53100
54476,52550
53615,52000
53117,51300
52620,50600
52091,50300
51561,50000
51258,49700
50956,49400
50961,49600
50967,49800
51354,50300
51741,50800
52610,52000
53478,53200
55285,55100
57092,57000
59466,59500
61839,62000
63052,62750
64265,63500
64117,63300
63969,63100
63353,62450
62737,61800
62438,61400
62139,61000
61579,60450
61019,59900
60580,59550
60140,59200
60424,59800
60709,60400
61608,61850
62507,63300
62304,63400
62101,63500
62136,62800
62170,60900
61615,60250
61060,59600
60055,58900
59049,58200
59327,58650
59604,59100
59570,59400
59535,59700
59441,58950
59348,58200
58697,57700
58046,57200
57756,56900
57466,56600
57171,56250
56876,55900
57060,56050
57244,56200
57525,56800
57806,57400
58985,58450
60164,59500
61192,60800
62219,62100
64179,64100
66139,66100
67564,67400
68989,68700
70232,69800
71474,70900
71921,71250
72368,71600
72775,71900
73182,72200
73205,72100
73228,72000
72872,71550
72516,71100
72035,70550
71554,70000
70921,69400
70288,68800
69745,68200
69202,67600
68870,67150
68538,66700
68448,66700
68357,66700
68012,66000
67666,65300
67454,65800
67242,66300
66398,64750
65554,63200
64803,62500
64052,61800
63315,61150
62578,60500
61782,59750
60986,59000
60460,58550
59934,58100
59437,57850
58940,57600
58617,57450
58294,57300
58071,57350
57848,57400
58029,57650
58210,57900
58926,58650
59641,59400
61135,61100
62628,62800
65226,65650
67823,68500
68530,68500
69237,68500
68776,67500
68316,66500
67257,65500
66197,64500
65373,63550
64548,62600
63747,61900
62946,61200
62327,60750
61709,60300
61685,60900
61662,61500
62616,62650
63570,63800
63124,63900
62678,64000
62628,63500
62578,61700
61868,60850
61157,60000
60082,59100
59007,58200
59381,58700
59754,59200
59586,59200
59418,59200
59215,58500
59013,57800
58288,57100
57564,56400
57153,56100
56742,55800
56424,55550
56107,55300
56180,55350
56254,55400
56441,55950
56629,56500
57685,57350
58742,58200
59625,59250
60508,60300
62499,62250
64491,64200
65945,65850
67399,67500
68514,68500
69628,69500
70102,69950
70576,70400
70941,70800
71307,71200
71290,71000
71274,70800
71123,70800
70973,70800
70602,70200
70231,69600
69858,69250
69486,68900
69129,68550
68773,68200
68476,67900
68179,67600
68160,67750
68142,67900
67945,67300
67749,66700
67532,67300
67316,67900
66595,66550
65873,65200
65263,64550
64653,63900
63941,63500
63229,63100
62578,62150
61926,61200
61541,60700
61155,60200
60814,59900
60473,59600
60294,59400
60116,59200
60036,59350
59957,59500
60306,59650
60655,59800
61401,60400
62146,61000
63267,62250
64389,63500
66515,66500
68642,69500
68992,69500
69342,69500
68699,68500
68055,67500
66839,66400
65624,65300
64636,64350
63649,63400
62967,62350
62285,61300
61424,60600
60564,59900
60656,60350
60749,60800
61615,62000
62481,63200
61919,62950
61357,62700
61264,62100
61172,61000
60426,60100
59681,59200
58594,58250
57507,57300
57772,58000
58038,58700
57869,58450
57699,58200
57434,57500
57168,56800
56436,56200
55705,55600
55350,55100
54995,54600
54550,54250
54105,53900
54191,53950
54276,54000
54347,54400
54417,54800
55424,55600
56431,56400
57254,57450
58078,58500
59819,60200
61561,61900
62819,63200
64078,64500
65046,65350
66015,66200
66687,66950
67360,67700
68011,68150
68662,68600
69014,68900
69366,69200
69504,69150
69641,69100
69577,68900
69513,68700
69377,68550
69241,68400
69094,68050
68947,67700
68892,67650
68837,67600
68995,67900
69153,68200
69008,67650
68864,67100
68790,67850
68716,68600
67994,67250
67272,65900
66849,65350
66425,64800
65859,64700
65293,64600
64581,63650
63870,62700
63416,62150
62962,61600
62578,61300
62194,61000
61988,60700
61782,60400
61499,60400
61217,60400
61295,60750
61373,61100
61989,61800
62606,62500
63603,64000
64601,65500
66672,67650
68744,69800
69089,69550
69434,69300
68781,68350
68128,67400
66768,66200
65409,65000
64487,63850
63566,62700
62745,61750
61924,60800
61246,60150
60568,59500
60589,59950
60610,60400
61446,61600
62281,62800
61793,62300
61305,61800
61276,61350
61248,60800
60346,59750
59444,58700
58396,57800
57348,56900
57682,57400
58015,57900
57784,57900
57552,57900
57288,57200
57024,56500
56233,55850
55443,55200
54993,54650
54544,54100
54087,53700
53629,53300
53632,53300
53635,53300
53714,53700
53792,54100
54665,54950
55539,55800
56482,56950
57425,58100
59271,59750
61117,61400
62535,63050
63954,64700
64934,65500
65915,66300
66363,66750
66812,67200
67181,67600
67549,68000
67741,67950
67934,67900
67866,67800
67798,67700
67568,67250
67337,66800
67017,66450
66698,66100
66493,65950
66287,65800
66133,65650
65978,65500
66175,65650
66373,65800
66194,65400
66015,65000
65881,65500
65748,66000
65074,64750
64401,63500
63965,63050
63529,62600
62846,62150
62163,61700
61644,61000
61125,60300
60635,60050
60144,59800
59773,59500
59403,59200
59098,58800
58793,58400
58619,58600
58445,58800
58690,59100
58934,59400
59654,60350
60373,61300
61462,62400
62551,63500
64642,65950
66734,68400
67165,68250
67597,68100
67024,67250
66452,66400
65234,65150
64015,63900
63028,63050
62040,62200
61289,61500
60537,60800
59907,60050
59276,59300
59282,59700
59287,60100
60146,61000
61004,61900
60654,61750
60305,61600
60060,60850
59816,59800
59225,58850
58634,57900
57409,57000
56183,56100
56471,56700
56758,57300
56500,57150
56242,57000
56071,56250
55900,55500
55016,54700
54132,53900
53900,53650
53669,53400
53205,52850
52742,52300
52804,52350
52866,52400
53018,53050
53169,53700
54166,54550
55163,55400
56129,56450
57094,57500
58711,59150
60329,60800
61780,62200
63230,63600
64265,64550
65300,65500
65893,66000
66487,66500
66913,67100
67338,67700
67731,67750
68123,67800
68029,67350
67936,66900
67733,66750
67530,66600
67328,66450
67126,66300
66895,65900
66664,65500
66405,65200
66146,64900
66288,65200
66429,65500
66401,65050
66374,64600
66227,65250
66081,65900
65323,64300
64565,62700
63902,62250
63239,61800
62631,61500
62023,61200
61480,60450
60938,59700
60489,59150
60040,58600
59645,58350
59251,58100
59009,57650
58768,57200
58603,57400
58437,57600
58808,58000
59178,58400
59714,59400
60251,60400
61232,61650
62213,62900
64016,65050
65818,67200
66283,67100
66748,67000
66365,66450
65981,65900
65001,64800
64022,63700
63230,62800
62438,61900
61822,61200
61205,60500
60641,59900
60076,59300
60200,59900
60324,60500
61307,61650
62291,62800
61847,62750
61403,62700
61318,62000
61234,60100
60471,59150
59707,58200
58533,57400
57359,56600
57316,56900
57274,57200
57048,57050
56822,56900
56550,56350
56279,55800
55524,54800
54768,53800
54327,53350
53886,52900
53401,52650
52916,52400
52789,52200
52661,52000
52588,52100
52515,52200
53011,52550
53508,52900
53858,53400
54209,53900
54955,54600
55700,55300
56231,55800
56763,56300
57095,56700
57427,57100
58024,57700
58621,58300
59255,59000
59890,59700
60481,60100
61072,60500
61454,60950
61835,61400
61830,61150
61825,60900
61785,60700
61745,60500
61533,60350
61321,60200
61188,59900
61055,59600
61348,60150
61641,60700
61911,60500
62181,60300
62193,60950
62204,61600
61236,59900
60268,58200
59410,57400
58552,56600
57802,56450
57053,56300
56430,55200
55807,54100
55482,53650
55158,53200
54606,52800
54055,52400
53860,52200
53665,52000
53612,52100
53559,52200
53868,52500
54177,52800
54988,53650
55800,54500
56970,55750
58139,57000
59908,59250
61676,61500
62605,62400
63533,63300
63297,62850
63062,62400
62228,61550
61394,60700
60840,60100
60286,59500
59817,58850
59347,58200
58920,57800
58493,57400
58850,57950
59208,58500
60261,59800
61314,61100
61155,61100
60996,61100
61079,60700
61163,59700
60560,58950
59958,58200
58828,57250
57699,56300
57763,56800
57827,57300
57555,57050
57283,56800
57041,56150
56800,55500
56017,54750
55235,54000
54850,53600
54465,53200
53992,52950
53519,52700
53361,52450
53203,52200
53129,52050
53055,51900
53402,52300
53749,52700
53876,52900
54003,53100
54493,53450
54983,53800
55137,54050
55292,54300
55516,54500
55740,54700
56065,55050
56390,55400
57017,56000
57644,56600
58117,57100
58590,57600
58968,58050
59346,58500
59542,58650
59738,58800
60038,58850
60337,58900
60165,58800
59992,58700
59983,58700
59974,58700
60176,59350
60378,60000
60649,59650
60920,59300
60858,60150
60796,61000
59655,58800
58513,56600
57482,55800
56452,55000
55656,54650
54861,54300
54089,53050
53318,51800
52912,51250
52505,50700
52125,50600
51745,50500
51585,50450
51424,50400
51496,50650
51568,50900
52048,51500
52527,52100
53589,53250
54651,54400
56117,56100
57582,57800
59936,60200
62290,62600
63866,63550
65442,64500
65398,64000
65354,63500
64678,62950
64001,62400
63649,61900
63297,61400
62789,60750
62281,60100
61694,59550
61106,59000
61343,59700
61580,60400
62590,61650
63600,62900
63345,62850
63090,62800
63153,62150
63216,61900
62780,61350
62344,60800
61344,59950
60344,59100
60598,59650
60852,60200
60794,60400
60735,60600
60728,60100
60720,59600
60109,59000
59498,58400
59271,58250
59044,58100
58806,57850
58568,57600
58745,57600
58922,57600
59299,58300
59677,59000
61017,60300
62358,61600
63396,62900
64435,64200
66342,66100
68250,68000
69687,69450
71124,70900
72266,71900
73407,72900
74016,73300
74624,73700
74946,74050
75267,74400
75103,74250
74940,74100
74591,73750
74242,73400
73746,72750
73250,72100
72733,71500
72217,70900
71703,70550
71189,70200
70714,69750
70238,69300
70167,69350
70095,69400
69817,68800
69540,68200
69302,68750
69064,69300
68267,67650
67469,66000
66856,65500
66242,65000
65458,64650
64674,64300
63960,63350
63246,62400
62823,61950
62400,61500
62003,61000
61606,60500
61334,60450
61063,60400
61071,60650
61079,60900
61337,61400
61595,61900
62565,62750
63534,63600
64992,64950
66450,66300
68979,68650
71508,71000
72641,71800
73773,72600
72977,71800
72181,71000
71159,69850
70137,68700
69472,67700
68807,66700
68089,65750
67371,64800
66718,64300
66065,63800
66110,64350
66155,64900
66901,66150
67646,67400
67282,67300
66917,67200
66842,66450
66767,65900
66185,65050
65604,64200
64508,63650
63411,63100
63831,63500
64250,63900
64111,64000
63972,64100
63865,64200
63758,64300
63083,63050
62408,61800
62014,61400
61619,61000
61249,60750
60879,60500
60978,60350
61078,60200
61268,60850
61457,61500
62538,62550
63619,63600
64605,64850
65592,66100
67410,67600
69228,69100
