consommation,previsionJ
37278,37600
36466,36750
35642,35900
35299,35500
35024,35100
34690,34750
34411,34400
34348,34150
33893,33900
33864,33950
33953,34000
33947,34100
34104,34200
34483,34350
34851,34500
35519,35150
35610,35800
35858,36350
36925,36900
36684,37000
37071,37100
37043,37450
37747,37800
38305,38450
39142,39100
39632,39700
40259,40300
40998,41000
41675,41700
42157,42200
42605,42700
42827,42950
42954,43200
43308,43400
43336,43600
43603,43700
44061,43800
44640,44850
45343,45900
45883,45800
46346,45700
47205,46600
46326,47500
45410,45800
44105,44100
43624,43800
43178,43500
42835,42850
42253,42200
42065,42000
41833,41800
41201,41300
40597,40800
40477,40500
40190,40200
39896,39850
39198,39500
39204,39300
39099,39100
39445,39300
39618,39500
39900,39850
40216,40200
40312,40600
40917,41000
41592,41650
42216,42300
42138,42650
42792,43000
43283,43600
43710,44200
43507,44050
42926,43900
42403,43250
41833,42600
41135,41900
40362,41200
39809,40700
39675,40200
39729,40450
40358,40700
41901,41750
41382,42800
41605,42750
41242,42700
41285,41950
40416,40600
40324,39750
38690,38900
37527,38000
36917,37100
37342,37150
36720,37200
36626,36950
36062,36700
36238,36000
35129,35300
34448,34750
33979,34200
33654,33800
33257,33400
32876,32950
32345,32500
32176,32250
32015,32000
31922,31900
31865,31800
31965,31950
32097,32100
32057,32500
32569,32900
32896,32950
32805,33000
33086,33300
33525,33600
33925,33750
33749,33900
33908,34000
34109,34100
34741,34750
35349,35400
35960,35950
36549,36500
37511,37400
38250,38300
38846,38900
39546,39500
39821,40000
40409,40500
40757,40800
41107,41100
41371,41450
41837,41800
42102,42750
42951,43700
43623,43600
43921,43500
44858,44350
43734,45200
43045,43600
41865,42000
41083,41250
40498,40500
39939,40250
39428,40000
39050,39350
38692,38700
38371,38400
38064,38100
37730,37600
37533,37100
37219,36950
37156,36800
37012,37000
36986,37200
37320,37300
37434,37400
37646,37900
38365,38400
39097,38945
39536,39490
40367,40450
41293,41410
42421,42020
42769,42630
43349,43400
43885,44170
43645,44025
43134,43880
42787,43050
42097,42220
41647,41940
41046,41660
40543,40905
39999,40150
39871,40365
40008,40580
41635,41570
40864,42560
40995,42380
40977,42200
41365,41385
40516,40100
40172,39650
38976,39200
37559,38200
37014,37200
37335,37350
36911,37500
37048,37500
36448,37500
36989,36850
35970,36200
35216,35500
34490,34800
34427,34350
33817,33900
33589,33750
33317,33600
33472,33650
33465,33700
33514,34000
34090,34300
35204,35000
35548,35700
36498,36700
37546,37700
39220,39150
40672,40600
41963,42150
43697,43700
45084,44600
45483,45500
46024,46050
46580,46600
46882,46850
47116,47100
47213,47400
47664,47700
48158,48150
48563,48600
48742,48800
48779,49000
48930,49050
49094,49100
48743,49250
49201,49400
49367,49500
49463,49600
49872,50150
50517,50700
50425,50350
50529,50000
51509,50850
50302,51700
50156,50950
50145,50200
49445,50100
49964,50000
49711,49750
49083,49500
48992,49150
48631,48800
48552,48450
47906,48100
47445,47850
47475,47600
47269,47100
46807,46600
46735,46350
46878,46100
46304,46050
46320,46000
46387,46350
46858,46700
47056,47350
47930,48000
48779,48900
49657,49800
50064,50000
50389,50200
50216,50550
50375,50900
49915,50350
48617,49800
47633,48850
46716,47900
46233,47000
44927,46100
44508,45300
43851,44500
43540,44650
44059,44800
45306,45750
44919,46700
45153,46450
44453,46200
44610,45150
43705,43800
43358,42900
41807,42000
40440,41000
39792,40000
40183,40250
39889,40500
39865,40550
39377,40600
39596,39800
38643,39000
37929,38450
37668,37900
37547,37350
36800,36800
36409,36600
36231,36400
36077,36250
35963,36100
36263,36450
36611,36800
37511,37350
37752,37900
38634,38800
39540,39700
41250,41000
42129,42300
43877,44150
45397,46000
46910,46850
47359,47700
47539,48000
48326,48300
48597,48500
48726,48700
49053,49050
49381,49400
49265,49350
49357,49300
49769,49450
49585,49600
49934,49800
49738,50000
49898,50050
50096,50100
50050,50200
50170,50300
50535,50700
51063,51100
51022,50750
51078,50400
51457,51150
50881,51900
50466,50850
50080,49800
49743,49700
49785,49600
49277,49500
48791,49400
48490,48850
47838,48300
47791,48000
47544,47700
47631,47400
47322,47100
46919,46800
46663,46500
46738,46200
46472,45900
46348,45800
46421,45700
46836,46250
47005,46800
47146,47200
47931,47600
49472,48550
50061,49500
50291,49800
50549,50100
50710,50550
50752,51000
50282,50200
49260,49400
48226,48550
47339,47700
47064,46900
45788,46100
45088,45350
44706,44600
44802,44750
45008,44900
46266,45750
45667,46600
45594,46350
44912,46100
44802,44950
43922,44100
43766,43250
42273,42400
40654,41350
40138,40300
40611,40650
40121,41000
40093,40800
39729,40600
39861,39900
38951,39200
38235,38650
37724,38100
37704,37750
37189,37400
36703,37000
36618,36600
36742,36650
36620,36700
36602,36950
37021,37200
37894,37900
38373,38600
38977,39350
39891,40100
41853,41450
42763,42800
44183,44350
45884,45900
46736,46650
47386,47400
47590,47800
48181,48200
49008,48850
49518,49500
49861,49800
50085,50100
50574,50700
50598,51300
51165,51300
51253,51300
51063,51400
51515,51500
51588,51650
51938,51800
51643,51900
52264,52000
52456,52250
52690,52500
52781,52150
52692,51800
53555,52400
52705,53000
52306,51900
52114,50800
51108,50700
51080,50600
50566,50400
49571,50200
49440,49500
49080,48800
48777,48500
48477,48200
48359,48100
48166,48000
47900,47600
47865,47200
47511,47050
47478,46900
46788,46650
47003,46400
47118,46850
47390,47300
48024,47900
48405,48500
49523,49600
50440,50700
50874,50950
51221,51200
51497,51450
51642,51700
51239,51100
50001,50500
49122,49550
48216,48600
47825,47550
47085,46500
45915,45700
45283,44900
45290,45100
45457,45300
46961,46100
46405,46900
46083,46700
45698,46500
45625,45950
44763,45100
44245,44000
42745,42900
41365,42000
40916,41100
41048,41350
40694,41600
40802,41500
40480,41400
40483,40600
39678,39800
39175,39200
38178,38600
38105,38200
37582,37800
37346,37500
37196,37200
37154,37150
37020,37100
37326,37250
37352,37400
38307,38050
38537,38700
39490,39650
40437,40600
42100,42050
43266,43500
44399,44900
46290,46300
47665,47400
48487,48500
48731,48850
49158,49200
49605,49650
50167,50100
50453,50400
50674,50700
51045,51000
51284,51300
51028,51300
51266,51300
50889,51100
50930,50900
50923,51000
51068,51100
51040,51300
51505,51500
51604,51850
51631,52200
51865,51900
52053,51600
52555,52200
51593,52800
51376,51800
50795,50800
50441,50500
50156,50200
49888,50100
49706,50000
49211,49550
49078,49100
48242,48450
47835,47800
47462,47400
46972,47000
47098,46750
46520,46500
46105,46400
46349,46300
45589,45950
45900,45600
46336,46100
46612,46600
46840,47250
47896,47900
48390,48700
49439,49500
49874,49850
50177,50200
50511,50550
50650,50900
50311,50200
49301,49500
48599,48550
47726,47600
46941,47070
46221,46540
45455,45845
44676,45150
44856,45615
45384,46080
46820,46870
46142,47660
46155,47595
45516,47530
45649,46465
44895,45100
44386,44150
42983,43200
41219,42100
40961,41000
41232,41200
40977,41400
40907,41400
40696,41400
40922,40800
40010,40200
39469,39700
38915,39200
38597,38850
38240,38500
37966,38150
37821,37800
38037,37800
37743,37800
37872,38200
38273,38600
39064,39100
39370,39600
40278,40650
41336,41700
43054,43050
44215,44400
45769,45950
47564,47500
48949,48550
49586,49600
50122,50050
50502,50500
50947,50900
51320,51300
51520,51600
51938,51900
51949,52050
52198,52200
52126,52050
51925,51900
51940,51800
51697,51700
51905,51800
51828,51900
51852,51700
51650,51500
51927,52000
52221,52500
52426,52200
52159,51900
52694,52600
51602,53300
51372,52000
50629,50700
50106,50350
49798,50000
49611,49300
48694,48600
48241,48300
47803,48000
47538,47650
46931,47300
46347,46900
46200,46500
45669,46150
45264,45800
45349,45500
45088,45200
45085,45150
45045,45100
45688,45350
45883,45600
46222,45950
46685,46300
47370,47000
48025,47700
48326,48100
49089,48500
49661,49300
49882,50100
49343,49500
48342,48900
47423,47900
46772,46900
46229,46200
45208,45500
44590,44750
44064,44000
44336,44200
44517,44400
46347,45700
45858,47000
45566,46500
44939,46000
44982,45150
43935,44100
43834,43300
42295,42500
40695,41500
40431,40500
40724,40550
40089,40600
39969,40450
39775,40300
39761,39550
38583,38800
38042,38250
37505,37700
36953,37200
36499,36700
36057,36500
35780,36300
35494,35900
35286,35500
35064,35250
35110,35000
35326,35300
35417,35600
35540,35850
35913,36100
36684,36700
37086,37300
37152,37850
38215,38400
38506,38600
38623,38800
38665,39000
39171,39200
39838,39950
40703,40700
41444,41300
41951,41900
42494,42500
43118,43100
43693,43650
44180,44200
44508,44350
44507,44500
44957,44800
45210,45100
45028,45200
45334,45300
45714,46100
46497,46900
47358,46900
48256,46900
48494,47900
47656,48900
47082,47550
46129,46200
45375,45650
45129,45100
44584,44600
44239,44100
43877,43800
43485,43500
42794,42950
42577,42400
42205,42100
41964,41800
41324,41500
40979,41200
40711,41100
40868,41000
40435,41050
40490,41100
40859,41300
41435,41500
41219,41800
42292,42100
42660,42750
43707,43400
43928,43900
44616,44400
45209,44700
45474,45000
44906,44200
44102,43400
43253,42650
42651,41900
42049,41250
41379,40600
40846,40050
40610,39500
40609,39850
41532,40200
43113,41350
42873,42500
43150,42300
42684,42100
42884,41300
41843,42100
41423,41150
39981,40200
38500,39200
38000,38200
38200,38250
37766,38300
37633,38150
37164,38000
37340,37300
36374,36600
35649,35800
34778,35000
34474,34600
33969,34200
33397,33650
32881,33100
32919,33000
32698,32900
32390,32650
32201,32400
32441,32550
32468,32700
32325,32750
32554,32800
33151,33200
33416,33600
33391,33800
33694,34000
34054,34200
34409,34400
34059,34150
33943,33900
34687,34600
35217,35300
35715,35900
36522,36500
37106,37350
38171,38200
38601,38700
39175,39200
39981,39900
40643,40600
40792,40850
41110,41100
41325,41450
41839,41800
42539,42750
43398,43700
44042,44250
44806,44800
45148,45250
44426,45700
43084,43850
41979,42000
41130,41350
40675,40700
40854,40400
40137,40100
39360,39700
39329,39300
39436,39050
39228,38800
38702,38450
38018,38100
38229,37850
38017,37600
37679,37700
37831,37800
37872,38000
38058,38200
38425,38550
39261,38900
39636,39600
40217,40300
41470,41200
42431,42100
43303,42950
44143,43800
44878,44300
45129,44800
44801,44200
43806,43600
43346,43050
42709,42500
42549,42000
41755,41500
41189,40850
40799,40200
40813,40350
41361,40500
43027,41500
42367,42500
42542,42500
41852,42500
41979,41500
41244,41500
41100,40700
39666,39900
38287,38950
37842,38000
38329,38250
37782,38500
37771,38250
37402,38000
37489,37350
36521,36700
35839,36050
35239,35400
35038,35050
34469,34700
34420,34450
34180,34200
34218,34250
34102,34300
34351,34750
35029,35200
35779,35900
36404,36600
37255,37950
38435,39300
40293,40450
41402,41600
42963,43050
44373,44500
46096,45850
47192,47200
47582,47600
48042,48000
48402,48300
48586,48600
48882,48700
49101,48800
49315,49300
49691,49800
49973,49950
50217,50100
50014,50400
50742,50700
50794,50650
50734,50600
50702,50850
51052,51100
51443,51500
51705,51900
51697,51600
51511,51300
52521,52050
51494,52800
51337,51700
50657,50600
50310,50300
50187,50000
49860,49600
49221,49200
48784,48900
48542,48600
48133,48050
47467,47500
47124,47250
46599,47000
46307,46600
46222,46200
45676,46050
45556,45900
45340,45700
45592,45500
45358,45950
45895,46400
45965,46950
46923,47500
47565,48400
48734,49300
49293,49650
49996,50000
50534,50600
50353,51200
49614,50500
48424,49800
47357,48750
46796,47700
46130,46700
45277,45700
44700,44850
44056,44000
43802,44250
44192,44500
45822,45400
45295,46300
45223,45850
44884,45400
44819,44950
43911,44100
43553,43250
42242,42400
40502,41500
39966,40600
40440,40800
40097,41000
39997,40600
39683,40200
39882,39600
38845,39000
38259,38500
37757,38000
37431,37600
36986,37200
36814,36900
36546,36600
36703,36600
36581,36600
36528,37050
37135,37500
38040,38200
38362,38900
39253,39800
40472,40700
42288,42200
43456,43700
45013,45150
46422,46600
48158,47900
49276,49200
49611,49450
49745,49700
50019,49950
50402,50200
50607,50300
50347,50400
50836,50700
51051,51000
51134,50900
51083,50800
50989,50950
51045,51100
51103,51200
51342,51300
51283,51450
51560,51600
51617,51800
51881,52000
51577,51650
51870,51300
52199,51950
51311,52600
50887,51550
50415,50500
49730,50100
49675,49700
49494,49450
48769,49200
48328,48800
48014,48400
47765,48050
47220,47700
47014,47250
46654,46800
46195,46400
45866,46000
45644,45600
45391,45200
45426,45050
45325,44900
45362,45350
45893,45800
46220,46250
46794,46700
47934,47600
48796,48500
49369,48950
50121,49400
50701,49850
50688,50300
49811,49400
48607,48500
47527,47400
46691,46300
45911,45600
45302,44900
44329,44150
43986,43400
43693,43700
44160,44000
45493,44950
45040,45900
44833,45700
44291,45500
44352,44500
43389,43600
43072,42700
41569,41800
40190,40750
39442,39700
39917,40400
39290,41100
39721,40550
39253,40000
39565,39400
38538,38800
37864,38100
37137,37400
37105,37000
36464,36600
36317,36450
35888,36300
35777,36050
35494,35800
35726,36150
36271,36500
36973,37100
37455,37700
38189,38500
38976,39300
40977,40800
42062,42300
43231,43700
44860,45100
45997,46200
47166,47300
47633,47500
47925,47700
48288,48250
48726,48800
48900,48850
48943,48900
49124,49100
49138,49300
49180,49200
49100,49100
49513,49300
49459,49500
49598,49650
49833,49800
50016,49850
49916,49900
50365,50350
50764,50800
50560,50700
50867,50600
51398,51100
50359,51600
49709,50500
49313,49400
48908,49050
48729,48700
48796,48300
48454,47900
48466,47550
48244,47200
47821,47000
47506,46800
47495,46550
46961,46300
46543,46050
46090,45800
45862,45500
45731,45200
45397,45000
45886,44800
46149,45100
46531,45400
46934,46000
47563,46600
48472,47500
49349,48400
49582,48950
50114,49500
50541,50000
50470,50500
49475,49450
48228,48400
47160,47400
46345,46400
45916,45600
45048,44800
44191,43900
43827,43000
43760,43150
44235,43300
45910,44300
45179,45300
45304,45000
44608,44700
44689,43900
43817,44000
43143,42950
41867,41900
40417,40800
39612,39700
40194,40250
39706,40800
39536,40550
39373,40300
39193,39450
38298,38600
37860,38050
37335,37500
37090,37000
36301,36500
36226,36200
35823,35900
35802,35850
35730,35800
35666,36050
36147,36300
36993,36900
37416,37500
38054,38650
39381,39800
40949,41250
42459,42700
43917,44100
45238,45500
46735,46800
48174,48100
48306,48400
48706,48700
48706,48800
48797,48900
48927,49000
48924,49100
49365,49200
49325,49300
49442,49450
49482,49600
49634,49650
49714,49700
49761,49800
49871,49900
50069,50000
50030,50100
50269,50450
50563,50800
50526,50650
50406,50500
51066,51050
50212,51600
50030,50600
49680,49600
49431,49300
49095,49000
48928,48750
48203,48500
48094,48100
47749,47700
47353,47250
47026,46800
46367,46500
46167,46200
45848,45950
45415,45700
45399,45500
45254,45300
44773,45150
44636,45000
45050,45400
45413,45800
45816,46450
46703,47100
47542,48050
48628,49000
49416,49550
50044,50100
50517,50500
50293,50900
49189,50050
48143,49200
47519,48150
46509,47100
46121,46550
45334,46000
44617,45200
44093,44400
43767,44600
44376,44800
46096,45550
45325,46300
45244,46050
44904,45800
44988,45000
44202,44400
43624,43200
41963,42000
40628,41200
40062,40400
40535,40700
40044,41000
39934,40800
39796,40600
40029,39800
38746,39000
38224,38600
37953,38200
37477,37750
37144,37300
36859,37050
36573,36800
36670,36750
36621,36700
36685,37150
37411,37600
37909,38100
38308,38600
39066,39500
40163,40400
41903,41750
42942,43100
44664,44750
46300,46400
47595,47650
48638,48900
49331,49200
49340,49500
49559,49700
50065,49900
50060,49950
49853,50000
50032,50200
50260,50400
50237,50150
49931,49900
50032,49955
50281,50010
50132,50020
50284,50030
50456,49895
50477,49760
49991,50200
50189,50640
50506,50405
50821,50170
51089,50830
50200,51490
49961,50215
49136,48940
48501,48480
48393,48020
48058,47580
47452,47140
47231,46900
46674,46660
46276,46240
45858,45820
45608,45495
44903,45170
44747,44615
44517,44060
44165,43945
44131,43830
43930,43815
43793,43800
43797,44255
44478,44710
44430,45145
45337,45580
45834,46305
46613,47030
47202,47775
48422,48520
48731,48895
48574,49270
47701,48165
46477,47060
45759,46290
45061,45520
44673,44910
43919,44300
43150,43715
42785,43130
42785,43430
43214,43730
44842,44720
44386,45710
44576,45380
43768,45050
44027,44295
43040,43200
42609,42350
41373,41500
39973,40450
39104,39400
39712,39300
39022,39200
38851,39250
38540,39300
38618,38550
37603,37800
37081,37150
36291,36500
36058,36150
35579,35800
35236,35400
34703,35000
34412,34600
34190,34200
34132,34200
34048,34200
34437,34400
34395,34600
34758,34950
35164,35300
35713,35900
36268,36500
36448,36800
36954,37100
37319,37600
38068,38100
38218,38250
38411,38400
38959,39100
39824,39800
40252,40400
41002,41000
41512,41500
42029,42000
42364,42650
42942,43300
43324,43350
43294,43400
43376,43600
43555,43800
43623,43895
43706,43990
44087,44825
44894,45660
45702,45615
46022,45570
46769,46490
45949,47410
45433,45985
44780,44560
43783,43925
43465,43290
43365,42785
42660,42280
41789,42115
42013,41950
41360,41495
40455,41040
40890,40695
40250,40350
39585,39970
39448,39590
39749,39305
39216,39020
39078,39265
39371,39510
39530,39940
39952,40370
40369,40885
40715,41400
41666,42245
42330,43090
43167,44015
44292,44940
44734,45485
44610,46030
43765,45145
42938,44260
42010,43625
41740,42990
41371,42460
40570,41930
40263,41385
40075,40840
40196,41510
40846,42180
42529,43050
42036,43920
42041,43975
41899,44030
42004,43420
41121,41300
41051,40600
39661,39900
38201,39150
37559,38400
37965,38150
37375,37900
37445,37800
36837,37700
37114,36950
36031,36200
35168,35550
34671,34900
34397,34500
33911,34100
33572,33850
33366,33600
32862,33350
32902,33100
32845,33000
32734,32900
33149,33050
33035,33200
33015,33400
33387,33600
33919,34000
34169,34400
34252,34750
34835,35100
35242,35300
35484,35500
35939,35750
35970,36000
36314,36400
36844,36800
37242,37200
37626,37600
38390,38250
38870,38900
39486,39400
39905,39900
40413,40300
40686,40700
41135,41150
41583,41600
42068,41900
42210,42200
42928,43100
43620,44000
44070,43900
44718,43800
45468,44850
44457,45900
43718,44100
42308,42300
41639,41650
40841,41000
40363,40500
39725,40000
39288,39500
38777,39000
38840,38850
38007,38700
38056,38200
37759,37700
37571,37350
37433,37000
37318,37050
37132,37100
37306,37400
37496,37700
37851,38300
38284,38900
38681,39550
39647,40200
40896,41300
42034,42400
43332,43350
44531,44300
44705,45150
44670,46000
43878,45300
42979,44600
42591,44050
42068,43500
41683,42750
41090,42000
40582,41800
40165,41600
40395,42050
40780,42500
42225,43400
41769,44300
41945,44100
41466,43900
41665,43200
40749,40900
40516,40250
39225,39600
37769,38700
37380,37800
37645,37500
37042,37200
37163,37300
36693,37400
36987,36750
35937,36100
35341,35450
34629,34800
34436,34400
33817,34000
33558,33750
33344,33500
33432,33600
33501,33700
33691,34100
34297,34500
35415,35400
36160,36300
36818,37350
38169,38400
39710,40000
41285,41600
42548,43000
44175,44400
45575,45650
46888,46900
47306,47300
47654,47700
47975,47850
47925,48000
48213,48150
48233,48300
48628,48600
48857,48900
49053,48950
48970,49000
49254,49100
49165,49200
49264,49450
49596,49700
49547,49500
49425,49300
49786,50000
50329,50700
50507,50450
50651,50200
51127,50900
50101,51600
50037,50350
49115,49100
48916,49100
48862,49100
48643,48650
48053,48200
47841,47650
47651,47100
47423,46750
46995,46400
46646,46000
46436,45600
46044,45150
45785,44700
45578,44250
45626,43800
45307,43900
45382,44000
45759,44250
46364,44500
46527,44850
47562,45200
48792,46650
50076,48100
50713,48700
51376,49300
51250,49550
50634,49800
49413,48400
48050,47000
47193,46100
46270,45200
45983,44350
44729,43500
44385,43000
43845,42500
43807,42800
44048,43100
45425,44150
45024,45200
44946,45100
44330,45000
44512,44200
43726,43900
43371,43000
41866,42100
40537,41050
39832,40000
40414,40400
39855,40800
39964,40600
39512,40400
39821,39750
38914,39100
38101,38400
37451,37700
37132,37350
36792,37000
36398,36750
36319,36500
36311,36350
36134,36200
36233,36600
36824,37000
37376,37600
37954,38200
38751,39150
39891,40100
41406,41500
42711,42900
44032,44400
45695,45900
47550,47250
48624,48600
49375,48950
49285,49300
49238,49550
49786,49800
49568,49750
49653,49700
49883,49900
50132,50100
50157,49950
49753,49800
50303,50000
50202,50200
50382,50250
50225,50300
50305,50300
50276,50300
50430,50700
50787,51100
50598,50750
50635,50400
51325,51000
50439,51600
50201,50550
49483,49500
49059,49050
48621,48600
48666,48700
47969,48800
47769,48100
47379,47400
47359,47100
46750,46800
46518,46600
46413,46400
46071,45850
45312,45300
45111,45150
44906,45000
44628,44800
44899,44600
45105,45050
45468,45500
45810,46400
46538,47300
47627,48850
48792,50400
49699,51350
50668,52300
50886,51900
50304,51500
49309,50000
48126,48500
47196,47800
46289,47100
45891,46400
44862,45700
44189,44800
43637,43900
43680,44400
44092,44900
45479,45750
44976,46600
44882,46700
44537,46800
44716,46050
43863,44100
43551,43150
42002,42200
40538,41150
39945,40100
40575,40600
40176,41100
40124,40900
39764,40700
40097,40100
39290,39500
38667,38900
38142,38300
37759,37950
37453,37600
37463,37500
37127,37400
37003,37250
37056,37100
37065,37450
37623,37800
38418,38350
38658,38900
39698,39850
40380,40800
41877,42050
43103,43300
44431,44650
45761,46000
47234,47250
48453,48500
49266,49100
49838,49700
50035,50050
50461,50400
50752,50600
50568,50800
50745,50900
50632,51000
50794,51000
50966,51000
50834,50950
50943,50900
51021,51000
51088,51100
51061,51100
50960,51100
51398,51600
51863,52100
51787,51800
52282,51500
52623,52150
51595,52800
51294,51750
50703,50700
50465,50450
50248,50200
50004,50200
49349,50200
49382,49500
48771,48800
48312,48200
47642,47600
47532,47350
47142,47100
46579,46650
46245,46200
45885,45650
45662,45100
45501,45300
45693,45500
45797,46000
46282,46500
46338,47200
47358,47900
48751,49200
50125,50500
51238,51450
52126,52400
52033,52150
51307,51900
50049,50450
49195,49000
48292,48100
47172,47200
46782,46250
45867,45300
44919,44650
44526,44000
44479,44400
44846,44800
46553,45400
45723,46000
45554,45700
45436,45400
45479,44950
44400,44600
44254,43800
42655,43000
41263,42050
40895,41100
41191,41450
40895,41800
40719,41650
40267,41500
40547,40600
39478,39700
38992,39100
38293,38500
38112,38150
37558,37800
37294,37450
36863,37100
36883,37000
36725,36900
36969,37150
37160,37400
37907,38000
38363,38600
39044,39450
40078,40300
41667,41600
42743,42900
44336,44500
45845,46100
47175,47200
48311,48300
48719,48850
49162,49400
49196,49450
49543,49500
49433,49650
49797,49800
50067,50050
50000,50300
50014,50100
49936,49900
50057,49900
50048,49900
50289,50200
50516,50500
50472,50600
50668,50700
51144,51200
51245,51700
51386,51300
51769,50900
52269,51850
51373,52800
51330,51900
50972,51000
50824,50750
50389,50500
50412,50600
49974,50700
49874,50350
49440,50000
49113,49550
49054,49100
48444,48700
48465,48300
48114,47900
47568,47500
47266,47250
47300,47000
46759,46900
47015,46800
47020,47250
47833,47700
47877,48350
48884,49000
49956,50150
51534,51300
51673,52000
52057,52700
51609,52400
50942,52100
49549,50850
48375,49600
47607,48450
46741,47300
46529,46450
45361,45600
44676,44700
44274,43800
44426,44300
44793,44800
45987,45600
45333,46400
45218,46200
44685,46000
44892,45000
43986,44200
43429,43100
41823,42000
40595,41150
40143,40300
40519,40300
40071,40300
40317,40500
39787,40700
40121,40100
39348,39500
38271,38650
37631,37800
37261,37400
36778,37000
36346,36600
36022,36200
35982,36100
35758,36000
35802,36000
36193,36000
36959,36800
37377,37600
38106,38800
39371,40000
40944,41200
42181,42400
43342,43700
44728,45000
46406,46450
47576,47900
47894,48200
48467,48500
48792,48600
48736,48700
49112,49050
49358,49400
49507,49650
49938,49900
50106,50000
50133,50100
50037,50200
50421,50300
50508,50450
50581,50600
50430,50800
50705,51000
50932,51350
51193,51700
51346,51550
51421,51400
52210,52050
51488,52700
50893,51550
50162,50400
49777,50100
49965,49800
49922,49750
49181,49700
48873,49050
48632,48400
48129,48100
47735,47800
47732,47400
47339,47000
47004,46650
46150,46300
46013,45950
45990,45600
45747,45650
45654,45700
45841,46000
46427,46300
46624,46600
47243,46900
48059,47850
48957,48800
49611,49650
49966,50500
49855,50200
49234,49900
48081,48650
46905,47400
46045,46500
45353,45600
45000,44800
44105,44000
43579,43300
43422,42600
43436,42800
43722,43000
45030,44100
44552,45200
44653,44800
43993,44400
43999,43600
43208,43400
42711,42300
40981,41200
39359,40150
38925,39100
39296,39300
38736,39500
38630,39150
38113,38800
38394,38200
37444,37600
36955,36950
36129,36300
35701,35750
35037,35200
34681,34800
34180,34400
33849,34250
33905,34100
33757,33900
33597,33700
34006,34150
34295,34600
34366,34750
34730,34900
35177,35300
35507,35700
35936,36100
36273,36500
36998,36900
37431,37300
37723,37650
37991,38000
38411,38500
38985,39000
39543,39550
40101,40100
40678,40700
41328,41300
41644,41650
42085,42000
42391,42100
42257,42200
43047,42750
43307,43300
43416,43450
43631,43600
44085,44450
44675,45300
44703,45000
45535,44700
46247,45700
45369,46700
45029,45250
43808,43800
43462,43300
42847,42800
42730,42600
42261,42400
42155,42050
41689,41700
41410,41350
40815,41000
40548,40650
40633,40300
39920,39950
39601,39600
39657,39400
39410,39200
39157,39450
39762,39700
39640,40150
40419,40600
40733,41100
41156,41600
41877,42450
43000,43300
44373,44400
45033,45500
44846,45250
44121,45000
43351,44150
42591,43300
42409,42600
41574,41900
41184,41100
40446,40300
40196,39900
39770,39500
39857,39800
40374,40100
42106,41150
41759,42200
41710,42050
41682,41900
41981,41300
41265,41300
40958,40450
39406,39600
37931,38600
37377,37600
37938,37900
37438,38200
37321,38050
36858,37900
36898,36950
35797,36000
35107,35300
34456,34600
34094,34200
33577,33800
33078,33400
32811,33000
32573,32700
32242,32400
32139,32200
31803,32000
32076,32050
31890,32100
32164,32250
32226,32400
32680,32700
32822,33000
33053,33200
33235,33400
33697,33750
34048,34100
34318,34350
34562,34600
34656,34800
35003,35000
35530,35600
36297,36200
37067,36900
37637,37600
38226,38150
38783,38700
39374,39150
39564,39600
40239,40300
41145,41000
40761,41200
41383,41400
41693,42100
42339,42800
42629,42600
43599,42400
44189,43450
43321,44500
42773,43150
41698,41800
40975,41100
40342,40400
40352,40300
39802,40200
39613,39600
39032,39000
38375,38700
37886,38400
37895,38100
37513,37800
37176,37600
37112,37400
37129,37450
37255,37500
37057,37750
37677,38000
37802,38500
38664,39000
39036,39700
39826,40400
41103,41500
42567,42600
43467,43750
44282,44900
44423,44600
43902,44300
42914,43550
42175,42800
41941,42350
41379,41900
41365,41300
40441,40700
40064,40100
39410,39500
39737,39650
40101,39800
41736,40800
40888,41800
41183,41550
40809,41300
40807,40650
40475,40600
39832,39550
38279,38500
37017,37750
36846,37000
37012,37150
36371,37300
36727,37100
36414,36900
36258,36150
35240,35400
34658,34800
33996,34200
33679,33800
33240,33400
32801,33100
32662,32800
32684,32700
32450,32600
32899,33000
33294,33400
34302,34300
35105,35200
35857,36000
36653,36800
38148,38250
39482,39700
40808,41200
42342,42700
43786,43950
45161,45200
45608,45800
46402,46400
46466,46500
46564,46600
46581,46600
46795,46600
46919,46800
47014,47000
47042,47250
47540,47500
47847,47850
48245,48200
48221,48350
48612,48500
48725,48700
48832,48900
49142,49250
49588,49600
48678,49050
49192,48500
49100,49200
48770,49900
49427,49400
48865,48900
48671,48800
48597,48700
48499,48700
48017,48700
47697,48250
47561,47800
47532,47450
46769,47100
46480,46900
46443,46700
45714,46400
45606,46100
45331,45800
45666,45500
45338,45500
45473,45500
45839,45800
45906,46100
46351,46600
47245,47100
48553,48500
49970,49900
50870,50600
51040,51300
50722,50800
49984,50300
48552,48950
47181,47600
46427,46650
45328,45700
44997,45000
43781,44300
43245,43650
42717,43000
42645,43200
43119,43400
44654,44250
44183,45100
44202,44850
43497,44600
43838,44050
42840,43000
42595,42100
41057,41200
39505,40250
39056,39300
39670,39650
39220,40000
39422,39850
38961,39700
39049,38950
37996,38200
37385,37500
36500,36800
36322,36350
35684,35900
35325,35600
35091,35300
34846,35150
34713,35000
34707,35000
35174,35000
36059,35800
36395,36600
37097,37550
38270,38500
39789,39750
40845,41000
42168,42300
43437,43600
44651,44800
46023,46000
46820,46800
47257,47600
47535,47500
47390,47400
47640,47550
47578,47700
